day	page1	ratio1	count1	page2	ratio2	count2	page3	ratio3	count3
20150213.tsv	E_L_James	28.125033659456065	903	Grenada	19.315196293281574	889	Fairchild_A-10_Thunderbolt_II	13.003992715046232	535
20150214.tsv	Jan_Pohan	65.42831325301205	939	Frank_Zappa	25.5232822540781	744	E_L_James	15.728839421954943	505
20150215.tsv	Oskar_Schindler	70.13187173600423	8011	Jan_Pohan	26.61726907630522	382	Karel_XIV.	25.439882697947215	350
20150216.tsv	Oskar_Schindler	43.281984004843956	4944	Oskar_Kokoschka	41.387269527962665	1559	Kino	20.57718916781973	300
20150217.tsv	Newcastle_upon_Tyne	48.38744279176201	975	Mexiko	47.09873693659037	10585	Sion_(hrad)	26.43433769187038	536
20150218.tsv	Eduard_VI.	59.9691362705695	2279	Josef_Thomayer	37.14249015242336	625	Debalceve	29.228827733008973	554
20150219.tsv	Alessandro_Volta	182.39915156189744	13630	Debalceve	55.71415538999544	1056	Boje_o_Debalceve	49.55917963923894	578
20150220.tsv	Debalceve	36.351376007298164	689	Petter_Northug	28.326530612244895	340	Boje_o_Debalceve	27.86632073140598	325
20150221.tsv	Jan_Ruml	65.05282412777727	2101	LM317	25.02330039817136	489	Boje_o_Debalceve	24.77958981961947	289
20150222.tsv	Peter_Sellers	35.37430598396052	661	Vila_Tugendhat	28.055495754096402	2704	Hieroglyf	24.346023520031892	352
20150223.tsv	Hieroglyf	100.01235798285828	1446	Hrdobec	81.83814411825088	5744	Pandur_II	35.24674596749082	1631
20150224.tsv	IPhone_4	189.8415901320641	8161	Hieroglyf	78.98624676101255	1142	HMS_Belfast_(C35)	37.592451805593264	399
20150225.tsv	Fa-lun-kung	35.46769911504425	693	HMS_Belfast_(C35)	25.250067879446103	268	Vought_F4U_Corsair	21.36685621445979	379
20150226.tsv	Andora	74.06169458762886	1325	Sydney	37.47540633019675	3030	Tibet	30.81470493708126	3592
20150227.tsv	Strakonice	85.24233259499063	5767	Zkouknito.cz	42.27630147630148	784	Bajky_barda_Beedleho	39.01337742371862	748
20150228.tsv	Leonard_Nimoy	61.04370205894227	1743	Florida_Panthers	37.113475819597895	1181	Kurt_Gebauer	35.67236884978821	631
20150301.tsv	Podjatost	40.614854996870434	561	Kurt_Gebauer	28.775333985011404	509	Leonard_Nimoy	28.50807428340735	814
20150302.tsv	Petter_Northug	113.63937575030012	1364	David_Herbert_Lawrence	54.56490896192953	665	Policie_Modrava	40.03989375972528	4301
20150303.tsv	Petter_Northug	54.23697478991596	651	Folk	51.1242226487524	1919	Roman_Vojtek	41.42314886126087	1085
20150304.tsv	Flash_mob	113.06217442446646	1939	Tatra_57	54.26890394750995	1454	Sergej_Bubka	39.350515463917525	495
20150305.tsv	Prampouch	118.4941220376936	1830	Aloe	32.76153117814148	698	Ruleta	24.232708612226684	313
20150306.tsv	Gerhard_Mercator	330.53866560828874	45601	Kevlar	74.65385263867813	2552	Alfred_Nobel	41.34033366045142	3035
20150307.tsv	Norma	90.79994146055904	3576	Jan_Sahara_Hedl	79.62992270887007	1247	Ryzec_syrovinka	78.12673956262427	906
20150308.tsv	Georgiana_Cavendish	90.87646952432628	1448	Adam_Sebastian_Helcelet	55.93066902185913	730	Sedmiboj	54.629737609329446	864
20150309.tsv	Georgiana_Cavendish	97.21522879363357	1549	Adam_Sebastian_Helcelet	73.7058953411349	962	Sedmiboj	48.812682215743436	772
20150310.tsv	Alkoholismus	74.46497380804404	7251	Tom_Waits	24.740911829684677	355	Georgiana_Cavendish	21.024597576415264	335
20150311.tsv	Hlaholice	41.54324899289367	2645	Chuck_Norris	23.060701203558345	1397	Martin_Fenin	18.267163851721868	240
20150312.tsv	Hlaholice	83.82469560494273	5337	Marihuana	69.96772544257685	12620	Bitva_u_Little_Bighornu	36.98664493071666	1700
20150313.tsv	The_Beatles	90.16847893417705	27267	Terry_Pratchett	48.70382998067962	6175	Jason_Becker	33.94725648660145	460
20150314.tsv	Vitacit	45.649189704480456	690	Terry_Pratchett	25.428525968860097	3224	Kontiolahti	15.568455134135059	291
20150315.tsv	Vanuatu	36.31248373835666	2011	Romy_Schneider	29.264569516990434	1437	Napoleon	28.811532933119135	982
20150316.tsv	M1_Abrams	51.664399814793384	5145	Jaroslav_Soukup_(biatlonista)	26.94978976007915	314	Den_matek	26.10331597222222	4333
20150317.tsv	Anna_Atkins	345.6979110251451	25753	Menachem_Begin	45.154579361790304	628	Kim_Novak	31.647685185185185	394
20150318.tsv	Pioneer_10	110.32306705165225	1982	No_Name	57.99857142857143	1755	Tupolev_Tu-22M	44.046845485455236	2688
20150319.tsv	Pellagra	63.27622078081018	1490	Aneurysma	27.81068201510088	1295	No_Name	20.39038095238095	617
20150320.tsv	Vlasta_Korec	61.59153360564426	2390	Chanty-Mansijsk	54.58191993112355	1827	Chaluhy	40.30245139475908	687
20150321.tsv	Bojnice	45.077801570306924	546	Chanty-Mansijsk	27.72414980628498	928	Camera_obscura	21.631886108409233	705
20150322.tsv	Mont-Saint-Michel	42.79087065455684	1575	Chanty-Mansijsk	25.334136891950067	848	Perseus	20.900529881279766	898
20150323.tsv	/xmlrpc.php	76.67840557275542	1142	T-43	50.827490454703224	844	Chanty-Mansijsk	47.860008609556616	1602
20150324.tsv	/index.php	74.54211087420043	806	Dadaismus	62.688640844622526	5681	H._R._Giger	29.960753532182103	385
20150325.tsv	/xmlrpc.php	32.631965944272444	486	Let_Germanwings_9525	27.236444321175984	566	Airbus_A320	22.47165676719912	2246
20150326.tsv	Dekomprese	98.37115936091766	1384	Suchoj_Su-7	39.068386403331985	838	Let_Germanwings_9525	30.845513798363612	641
20150327.tsv	HC_Slovan_Bratislava	48.60390355912744	854	Richard_III.	46.67240544466563	2500	BSP_(skupina)	42.40391791044776	524
20150328.tsv	Patrik_Berger	41.389474828748504	1097	Remoska	37.711036225779274	903	Let_Germanwings_9525	23.53113299126335	489
20150329.tsv	Centrum_softwaru_pro_Ubuntu	309.8644154254234	17506	Bitva_u_Borodina	51.723633770170274	3344	Michaela_Bakala	31.132120109190172	986
20150330.tsv	LibreOffice_Calc	346.6009699515024	19978	Lockheed_C-5_Galaxy	48.98216939078752	665	Dragoun	23.878979632192998	696
20150331.tsv	Ambra	92.44104609929077	3606	John_Forbes_Nash	46.08668083356183	3875	Admiral_Graf_Spee	39.320113314447596	560
20150401.tsv	Ambra	41.888150118203306	1634	John_Forbes_Nash	27.22384836852207	2289	Mazanec	24.97214881073389	354
20150402.tsv	Nokia_3310	112.84625256673512	1267	Dadja_Altenburg-Kohl	109.45083302016785	2518	Mazanec	36.75279528359423	521
20150403.tsv	Soubor:Josephine_Baker_4.jpg	137.17404239494235	5315	Dadja_Altenburg-Kohl	68.67844168858825	1580	2._duben	31.772785078423063	648
20150404.tsv	Soubor:Josephine_Baker_4.jpg	160.19553737448865	6207	Vlasta_Korec	55.509691793538806	2154	Mazanec	36.47062411059159	517
20150405.tsv	Soubor:Josephine_Baker_4.jpg	49.63042023056899	1923	Vlasta_Korec	38.70731526178982	1502	Mazanec	32.73185606830657	464
20150406.tsv	Vlasta_Korec	35.46023022651318	1376	Andrew_Schapiro	33.201580773679474	1489	Mazanec	30.26285830453344	429
20150407.tsv	Vlasta_Korec	85.55811362792424	3320	Xindl_X	53.105106954866166	5466	Cats	51.21119592875318	754
20150408.tsv	Vlasta_Korec	41.43898997400668	1608	7._duben	38.80233433734939	891	Amadeus_(film)	25.962783485171542	772
20150409.tsv	Vivisekce	218.9431164514892	14808	Jednotka_731	60.59416078594161	1262	Neipyijto	47.96566651739065	926
20150410.tsv	Street_dance	142.19042871385844	3699	Breakdance	124.37101855092756	2048	Spratlyovy_ostrovy	36.041866410993926	650
20150411.tsv	Mercedes-Benz_190	191.1472162740899	2058	10._duben	32.370489510489506	667	Zoroastrismus	19.45511314040153	835
20150412.tsv	11._duben	21.070629594119524	380	Hlas_Ruska	17.62420341575325	797	Osoba_(mluvnice)	14.983243823845328	201
20150413.tsv	Lucrezia_Borgia	30.730965808953123	1005	12._duben	29.162815835697877	622	Angel_Wicky	17.538072753873777	760
20150414.tsv	Reflexologie	105.54266958424508	1251	13._duben	42.471598593454154	905	Hoboj	39.7767209256717	1169
20150415.tsv	Pony_Express	308.8623153500321	11087	Buffalo_Bill	88.6820181468243	1859	Nine_Inch_Nails	69.63832417582418	1461
20150416.tsv	15._duben	32.49552941176471	796	Terra_nullius	31.98066896607042	1149	Liberland	18.725212050307107	3321
20150417.tsv	Stanislav_Gross	95.90713025597887	23657	Google_bomba	54.019171779141104	609	Jason_Becker	47.7475542322416	647
20150418.tsv	17._duben	34.77216012477255	771	Akrylamid	29.336357039187227	466	11._prosinec	27.930222723428248	571
20150419.tsv	Jaroslav_Vojta	87.91935115375829	1109	Cer	51.76612127045236	930	Sokolov	46.59316077206292	2407
20150420.tsv	Wikipedie:Aktualizujte_svou_cache	35.28336231884058	877	Lampedusa	26.860867793848037	380	Yemi_A.D.	22.396089983931443	241
20150421.tsv	Jevgenij_Malkin	64.43971124861177	2341	20._duben	42.89854922279793	1193	Aristoteles	39.81967213114754	483
20150422.tsv	21._duben	39.42884107210268	903	Jaroslav_Vojta	39.401188028329905	497	Loch_Ness	35.05147329650092	1097
20150423.tsv	Luskouni	54.555597819196144	1240	22._duben	41.407904737775524	942	Liberland	16.650271359396832	2953
20150424.tsv	23._duben	37.98856209150327	871	Pavel_Francouz	18.538811691423096	669	Kalmycko	12.355803207393313	131
20150425.tsv	24._duben	26.53680754157399	722	Pavel_Francouz	21.55933556939786	778	Lenost	20.42161119150989	244
20150426.tsv	Rainier_III.	46.77820700679366	1012	Leonardo_da_Vinci	39.89613539086547	11094	Bruce_Jenner	25.253369272237197	270
20150427.tsv	Herbert_Masaryk	64.60494242245944	2215	Rainier_III.	51.67790062608232	1118	/xmlrpc.php	25.78328173374613	384
20150428.tsv	27._duben	38.06691196511311	805	Air_Bank	36.62169055137236	869	Manny_Pacquiao	20.52309527867735	347
20150429.tsv	Velmoc	74.04326720135079	1011	Baltimore	64.04202832343536	2424	wp-admin/admin-ajax.php	40.51135675348274	771
20150430.tsv	Vokativ	35.71828442437923	684	wp-admin/admin-ajax.php	33.155208964264084	631	29._duben	31.541410256410256	709
20150501.tsv	Beltain	59.285459212141504	1531	30._duben	40.65408923686445	1242	Loft	34.64205629770992	837
20150502.tsv	David_Navara	78.00897064153679	2481	Dominik_Simon	35.6107304653862	2741	Epikantus	31.07029288702929	428
20150503.tsv	Most_u_Remagenu	77.72359015091342	846	David_Navara	62.28769481696266	1981	Dominik_Simon	48.2258414766558	3712
20150504.tsv	Filip_Forsberg	51.39793662490788	603	Orson_Welles	37.13465627214742	453	Basenji	36.680115635997986	841
20150505.tsv	Hannibal	58.6347941127832	5109	J._Edgar_Hoover	49.521857142857144	999	Pleonasmus	37.80630235729593	2237
20150506.tsv	Doping	51.18780373099232	1882	Tatra_805	49.77202109979045	1985	Bitva_u_Trafalgaru	48.05756352410354	2916
20150507.tsv	Squatting	31.53135129093551	813	Filip_Forsberg	25.997297961188895	305	Kadmium	24.44436028095304	1023
20150508.tsv	Karel_Gut	32.268440463645945	353	Dominik_Simon	17.149275525103896	1320	MS_v_hokeji	17.094046364594313	187
20150509.tsv	David_Cameron	27.985516835759448	1097	Dominik_Simon	14.836721704294431	1142	Josef_Bryks	13.898127993034393	276
20150510.tsv	Speciální:Co_odkazuje_na	63.894968138870574	838	Speciální:Související_změny	57.915733767555466	820	Airbus_A400M	57.103842769140506	1122
20150511.tsv	Speciální:Co_odkazuje_na	73.19709953856295	960	Michal_Vondrka	69.13462552742617	1511	Speciální:Související_změny	65.4024017911663	926
20150512.tsv	European_Train_Control_System	114.61131386861314	1991	Zlato	72.28444242561889	13758	Tantal	66.4446697566628	1983
20150513.tsv	Kevin_Fiala	151.76455416359616	2374	Hemoglobin	124.12338903837983	20206	Pekka_Rinne	42.52275077559462	474
20150514.tsv	Pekka_Rinne	63.60470527404344	709	Kevin_Fiala	55.23360353721444	864	Seismologie	40.445033112582784	440
20150515.tsv	Pekka_Rinne	98.1432264736298	1094	Kevin_Fiala	37.07811348563007	580	Albedo	20.346363345081702	366
20150516.tsv	B._B._King	66.45611087778244	1824	Pekka_Rinne	28.797052740434335	321	Rockwell_B-1_Lancer	22.18967076700434	707
20150517.tsv	Ahoj	15.85479674796748	843	Pavel_Bure	15.404339903925791	268	Viktor_Sodoma	15.102567419000195	673
20150518.tsv	Petr_Vichnar	107.34334175387946	4286	Robert_Reichel	49.483679105006026	2014	Sidney_Crosby	34.37679932260796	2106
20150519.tsv	Triple_Gold_Club	46.04332562036224	1663	Dustin_Moskovitz	40.539346246973366	579	Napster	33.48404811715481	369
20150520.tsv	Ex_offo	47.701766362317606	1611	Speciální:Co_odkazuje_na	42.39332014941771	556	Dustin_Moskovitz	32.76755447941889	468
20150521.tsv	Mount_St._Helens	26.389477621244232	610	Lucas_Perny	23.282942603071948	249	Emoce	19.594702335848186	1714
20150522.tsv	Basketbal	235.29969811237297	61321	Tupolev_Tu-22M	23.170476010578014	1414	Eufrat	21.548248027884792	677
20150523.tsv	Hadron	170.03988603988606	6364	Roxette	42.47164976556537	2245	Speciální:Související_změny	36.5857927946265	518
20150524.tsv	Claus_Schenk_von_Stauffenberg	54.162404482934285	1532	Horten_Ho_229	34.1097205346294	809	Eurovision_Song_Contest_2015	30.077890589483253	572
20150525.tsv	John_Forbes_Nash	36.381717850287906	3059	Eurovision_Song_Contest_2015	32.65449310501591	621	Madame_de_Pompadour	28.855913249745846	1227
20150526.tsv	Andrzej_Duda	44.19149430629793	1096	Petr_Kouba	39.80158940397351	433	Patrik_Berger	37.57877568772425	996
20150527.tsv	Jezevec	78.02680943563321	2793	Lucas_Perny	59.28267313392616	634	Michael_Wittmann	33.14006674519042	973
20150528.tsv	French_Open	252.03576147273847	41230	Norovirus	64.91827091354568	2138	Bismarck_(1939)	48.265369095656304	2930
20150529.tsv	Tunis	128.6190877123471	7484	Unimog	119.81107491856677	1696	Norovirus	43.99746237311866	1449
20150530.tsv	Sepp_Blatter	49.37634631317316	687	Unimog	40.83184039087948	578	Speciální:Související_změny	22.742519845308365	322
20150531.tsv	Filip_Tomsa	36.64328269288055	709	Lepra	30.704758980657047	2882	Sepp_Blatter	27.239643744821873	379
20150601.tsv	Josef_Somr	35.742285008915104	1502	Starci_na_chmelu	25.48684863523573	444	Jan_Viklef	23.530421481985044	1596
20150602.tsv	SdKfz_254	80.61246040126716	1100	Adolf_Eichmann	31.515123592804773	2267	French_Open_2015	27.114135206321336	445
20150603.tsv	Hydrazin	293.1580421727201	44032	SdKfz_254	50.12629355860612	684	Su-24	30.114810908543017	576
20150604.tsv	SdKfz_254	39.133685322069695	534	Sepp_Blatter	28.677091963545983	399	Vtip	21.94107692307692	411
20150605.tsv	SdKfz_254	32.025131995776135	437	French_Open_2015	31.562071992976296	518	Maxim_Turbulenc	27.0015734515806	544
20150606.tsv	French_Open_2015	31.31834942932397	514	Jablko	28.670922620257798	2032	SdKfz_254	24.03717001055966	328
20150607.tsv	Pierre_Brice	68.37950585415322	4275	Lex_Barker	50.502438750911026	2596	Karel_Kahovec	33.370321053410265	650
20150608.tsv	Stan_Wawrinka	67.51129125651418	4032	Lex_Barker	38.20754611201435	1964	French_Open_2015	36.192800702370505	594
20150609.tsv	Pierre_Brice	24.824559786115977	1552	Stan_Wawrinka	21.164254005018336	1264	Lex_Barker	19.765207153669337	1016
20150610.tsv	Sanssouci	106.29730407523512	2443	Koronavirus	30.464828180545084	815	Paul_Stanley	30.048016415868673	633
20150611.tsv	Andrew_Schapiro	28.18455211412415	1264	Koronavirus	25.979209307335992	695	Galileo_Galilei	21.56452051641522	2970
20150612.tsv	Christopher_Lee	94.49033946061988	4059	Document_Object_Model	33.105576990529634	544	Milan_Kohout	28.132722041589673	3466
20150613.tsv	Milan_Kohout	65.46986035414376	8066	Radek_Holub	36.65980066445183	477	Christopher_Lee	26.864215752046153	1154
20150614.tsv	Koronavirus	42.501238823656145	1137	MERS	31.461435174994495	4119	Radek_Holub	27.05293466223699	352
20150615.tsv	Vzpoura_na_Bounty	85.2240545294635	1117	Bounty	35.16805247597931	1097	Pitcairnovy_ostrovy	29.3424155243414	1499
20150616.tsv	Magna_charta_libertatum	217.33759522338892	30421	UNESCO	75.89498810680425	13057	Kauza_Amstetten	23.234038142620232	646
20150617.tsv	MERS	65.85591019150341	8622	Josef_Topol	51.997126686983016	1721	Koronavirus	40.37056985888183	1080
20150618.tsv	Jan_Kopic	40.684637529442554	448	Svoboda_panoramatu	39.21396283274736	450	MERS	30.858023332599604	4040
20150619.tsv	Wikipedie:Aktualizujte_svou_cache	45.703420289855075	1136	Alfred_de_Musset	42.207293196279984	497	Bitva_u_Waterloo	41.70008293383498	5941
20150620.tsv	Igor_Chmela	32.79727569671277	1360	DJ_BoBo	29.07785209959123	451	Alfred_de_Musset	27.770190895741557	327
20150621.tsv	Jan_Kliment	90.31506849315068	1577	Ilja_Racek	68.90091889732321	994	Kehinde_Fatai	25.176914016489988	308
20150622.tsv	Jan_Kliment	39.45915167519392	689	Giacomo_Casanova	17.95763855161621	959	Slunovrat	14.967900795063487	1454
20150623.tsv	Rigoletto	55.1875354750823	1401	Telly_Savalas	36.24942886812046	503	Greyhound	23.025095703955763	312
20150624.tsv	James_Horner	85.30776279617751	1878	Ilja_Racek	36.529964043148226	527	Meteorismus	28.280724450194047	315
20150625.tsv	Indemnita	26.070738137082603	342	Josef_Topol	20.78676534610361	688	James_Horner	19.578086136928917	431
20150626.tsv	Amedeo_Modigliani	47.94562913081432	1108	Ivan	25.136710239651414	266	Indemnita	24.927284710017577	327
20150627.tsv	Amedeo_Modigliani	24.535353535353536	567	Wimbledon_2015	21.1075329566855	646	Vasilij_Zajcev	14.474160281154578	724
20150628.tsv	Pavel_Zacha	39.787593984962406	488	Robert_Kennedy	27.702353484079374	692	Theodor_Gebre_Selassie	16.092361652377242	357
20150629.tsv	Attacus_atlas	179.60185799601857	2340	Paul_Klee	33.230311277428136	563	Kategorie:	28.19524701705946	824
20150630.tsv	Josef_Masopust	102.22374145431947	7110	Kate_Hudson	31.89421200953826	424	Kategorie:	25.184104131742433	736
20150701.tsv	Ivan_Roubal	57.89901038286826	2057	Josef_Masopust	22.7738968303294	1584	Anat	13.699255890863993	191
20150702.tsv	Nicholas_Winton	47.92956427339875	6489	Anat	25.461967755270773	355	Wimbledon_2015	14.736064030131827	451
20150703.tsv	Nicholas_Winton	30.882032397454182	4181	Svoboda_panoramatu	18.386991461577097	211	Wimbledon_2015	17.709416195856875	542
20150704.tsv	MERS	44.91217257318952	5880	Richard_Gere	30.776311374566603	1586	Koronavirus	20.559086502208338	550
20150705.tsv	Richard_Gere	37.80091712336428	1948	Karel_Augusta	33.095195249235196	530	Speci	22.041201716738197	296
20150706.tsv	Bitva_u_Bannockburnu	35.241493988232286	397	Hrdobec	34.906590022582634	2450	William_Wallace	34.67780226028858	1406
20150707.tsv	David_Beran	53.03493449781659	1085	Janis_Varufakis	43.12912030233046	592	Hrdobec	34.79260932046808	2442
20150708.tsv	Diego_Rivera	45.6175630033775	506	Frida_Kahlo	40.08973203699313	2436	Su-24	39.89166792225403	763
20150709.tsv	Vasek_Pospisil	116.04129554655871	1239	RMS_Lusitania	61.45776566757493	1690	Amiens	50.06311992786294	640
20150710.tsv	Ivo_Valenta	33.22653447263714	1468	Eunuch	26.280616942909763	1316	Vasek_Pospisil	25.193792172739542	269
20150711.tsv	Karusel	93.8463428905793	2311	Omar_Sharif	63.49780297661233	1291	Apollo_13	38.49527396773506	1561
20150712.tsv	Srebrenica	31.745637228979373	519	Frank_Abagnale	30.133343878519455	549	Henry_Fonda	26.47535395909806	291
20150713.tsv	Theobald_Czernin	121.21833273186576	1936	Frank_Abagnale	43.69060423916482	796	Miki_Volek	24.034001469199286	660
20150714.tsv	Theobald_Czernin	36.94153735113677	590	Mil_Mi-4	28.17276374793486	344	Kategorie:	18.716990434868357	547
20150715.tsv	Hippokrates	338.91348762968875	12238	Aberace	155.30416171224732	1882	/index.php	54.010660980810236	584
20150716.tsv	Nick_Cave	21.878465050548975	580	Chris_Froome	19.316379655586704	278	Jean_Marais	18.883611198490094	692
20150717.tsv	Georges_Danton	32.81088825214899	528	Tour_de_France_2013	23.033861865090028	247	SQL_injection	16.92364593781344	389
20150718.tsv	Alberto_Contador	24.272789464682745	409	Georges_Danton	19.698961318051573	317	Carmina_Burana	12.173006233019018	439
20150719.tsv	Jules_Bianchi	62.30282512257763	769	Libanon	26.44492420620846	4942	Kasabian	12.686304224284903	193
20150720.tsv	Miki_Volek	29.532689684122154	811	Jules_Bianchi	16.608685500817185	205	Lino_Ventura	15.733859043863973	184
20150721.tsv	LeBron_James	41.44631885868999	1147	Michal_Penk	33.987847082494966	1217	Mika	27.837033299697275	636
20150722.tsv	MEDARD	69.41659691498266	1673	Jules_Bianchi	40.67102498248891	502	Ladislav_Hojer	18.1486777668952	534
20150723.tsv	MEDARD	152.15221810355135	3667	Inferno	62.24631860776439	804	Pendolino	41.43184850988117	1879
20150724.tsv	MEDARD	99.49850532105704	2398	David_Rath	34.42615558060879	2024	Eddy_Merckx	24.552656323460273	301
20150725.tsv	Village_People	18.798482072755824	207	Pendolino	14.597064243502572	662	15._leden	13.68100358422939	341
20150726.tsv	Tour_de_France_2013	65.2781510346681	700	Heinrich_Harrer	59.55450063903597	940	Ayrton_Senna	41.300935550935556	2290
20150727.tsv	Ladislav_Kantor	228.08817635270543	2624	Jules_Bianchi	27.708148494046227	342	Sputum	22.204816513761468	279
20150728.tsv	Praga_LTH	52.74156811213316	694	Ivan_Moravec	42.04684637529443	463	David_Beran	28.399352021411467	581
20150729.tsv	Ivan_Moravec	43.77231091337347	482	Wikipedie:Aktualizujte_svou_cache	39.30655072463768	977	Praga_LTH	32.070521243977225	422
20150730.tsv	Ivan_Moravec	30.331850300968334	334	CzechTek	29.267216920299198	327	Bafomet	25.523916967509024	652
20150731.tsv	Vitorazsko	24.63640275387263	495	Ivan_Moravec	19.343365611096573	213	Praga_LTH	19.22711344721857	253
20150801.tsv	Praga_LTH	17.327201051248355	228	Almaty	12.43632758883636	470	Malbork_(hrad)	10.746591351772496	318
